word,wordtype,origin,meaning_number,meaning
ಚಿಟಕಿ,noun,ದೇ ,2,ಸ್ವಲ್ಪ ಮಾತ್ರ
ಚಿಟಿಕೆ,noun,ದೇ ,1,ಮಕ್ಕಳ ಬೇನೆಗೆ ಬಳೆಯ ಚೂರು ಮುಂ.ವುಗಳಿಂದ ಹಾಕುವ ಬರೆ
ಚಿಟಿಕೆ,noun,ದೇ ,2,ತಾಳ ಹಾಕುವ ಸಾಧನ
ಚಿಟುಕು,noun,ದೇ ,1,ಚಿಟಕಿ
ಚಿಟುಕು,noun,ದೇ ,2,"ಬೆರಳುಗಳನ್ನು ಮೆತ್ತಗೆ ಅದುಮಿ ಗಿಣ್ಣುಗಳ ಬಳಿ ಸದ್ದಾಗುವಂತೆ ಬಾಗಿಸುವುದು, ನೆಟಿಕೆ"
ಚಿಟುಕು,noun,ದೇ ,3,"ಚಿಕ್ಕದ್ದು, ಸಣ್ಣದ್ದು"
ಚಿಟುಕು,noun,ದೇ ,4,ಕುದುರೆಯ ಕಿವಿಯ ಹೊರಭಾಗ
ಚಿತಿ,noun,ಸಂ ,1,"ಶೇಖರಿಸುವುದು, ಸಂಗ್ರಹಿಸುವುದು"
ಚಿತಿ,noun,ಸಂ ,2,"ರಾಶಿ, ಸಮೂಹ"
ಚಿತಿ,noun,ಸಂ ,3,ಬೆಂಕಿಯ ಕುಂಡ
ಚಿತಿ,noun,ಸಂ ,4,"ಶವವನ್ನು ಸುಡಲು ಒಟ್ಟಿದ ಕಟ್ಟಿಗೆಯ ರಾಶಿ, ಚಿತೆ"
ಚಿತ್ತ,noun,<ಸಂ. ಚಿತ್ ,1,ಮನಸ್ಸು
ಚಿತ್ತ,noun,<ಸಂ. ಚಿತ್ ,2,ಅಪೇಕ್ಷೆ
ಚಿತ್ತ,noun,<ಸಂ. ಚಿತ್ ,3,ಉದ್ದೇಶ
ಚಿತ್ತು,noun,<ಸಂ. ಚಿತ್ ,1,"ಚೈತನ್ಯ ಸ್ವರೂಪ, ಆತ್ಮ"
ಚಿತ್ತು,noun,<ಸಂ. ಚಿತ್ ,2,ಬುದ್ಧಿಶಕ್ತಿ; <ಮರಾ. ಹಿಂ. ಚಿತ್
ಚಿತ್ತು,noun,<ಸಂ. ಚಿತ್ ,3,ಬರೆಯುವಾಗ ಮಸಿಯಿಂದ ಆಗುವ ಕಲೆ
ಚಿತ್ತು,noun,<ಸಂ. ಚಿತ್ ,4,ಕುಸ್ತಿಯಲ್ಲಿ ಸೋತು ಬೆನ್ನು ಕೆಳಗಾಗಿ ಬೀಳುವಿಕೆ
ಚಿತ್ತೈಸು,verb,<ಸಂ. ಚಿತ್ತ + ಇಸು ,1,"ಲಕ್ಷಿಸು, ಗಮನಿಸು"
ಚಿತ್ತೈಸು,verb,<ಸಂ. ಚಿತ್ತ + ಇಸು ,2,"ದಯಮಾಡು, ಆಗಮಿಸು ಯಾ ನಿರ್ಗಮಿಸು"
ಚಿತ್ತೈಸು,verb,<ಸಂ. ಚಿತ್ತ + ಇಸು ,3,ಅನುಗ್ರಹಿಸು
ಚಿತ್ತೈಸು,verb,<ಸಂ. ಚಿತ್ತ + ಇಸು ,4,"ಕೇಳಿಕೊಳ್ಳು, ಬೇಡಿಕೊಳ್ಳು"
ಚಿತ್ರ,noun,ಸಂ ,1,ಬರೆದ ಆಕೃತಿ
ಚಿತ್ರ,noun,ಸಂ ,2,ಆಶ್ಚರ್ಯ
ಚಿತ್ರಕ,noun,ಸಂ ,1,"ಚಿತ್ರಗಳನ್ನು ಬರೆಯುವವನು, ಚಿತ್ರಗಾರ"
ಚಿತ್ರಕ,noun,ಸಂ ,2,ಚಿರತೆ
ಚಿತ್ರಕ,noun,ಸಂ ,3,ಹುಲಿ
ಚಿತ್ರಕ,noun,ಸಂ ,4,"ಹಣೆಗೆ ಇಟ್ಟುಕೊಳ್ಳುವ ತಿಲಕ, ಬೊಟ್ಟು"
ಚಿತ್ರಕ,noun,ಸಂ ,5,ಚಿತ್ರ ಮೂಲವೆಂಬ ಗಿಡ ಮತ್ತು ಅದರ ಬೇರು
ಚಿತ್ರಕ,noun,ಸಂ ,6,ಪುರುಷರ ನಾಲ್ಕು ಬಗೆಗಳಲ್ಲಿ ಒಂದು
ಚಿತ್ರಕಾಯ,adjective,ಸಂ ,1,ಸುಂದರವಾದ ದೇಹ
ಚಿತ್ರಕಾಯ,adjective,ಸಂ ,2,ಹುಲಿ
ಚಿತ್ರಕಾಯ,adjective,ಸಂ ,3,ಚಿರತೆ
ಚಿತ್ರಭಾನು,noun,ಸಂ ,1,ಸೂರ್ಯ
ಚಿತ್ರಭಾನು,noun,ಸಂ ,2,ಅಗ್ನಿ
ಚಿತ್ರಭಾನು,noun,ಸಂ ,3,ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಹದಿನಾರನೆಯದು
ಚಿತ್ರೆ,noun,<ಸಂ. ಚಿತ್ರಾ ,1,ಚಿತ್ತಾ ನಕ್ಷತ್ರ
ಚಿತ್ರೆ,noun,<ಸಂ. ಚಿತ್ರಾ ,2,"ಇಲಿ ಕಿವಿ ಗಿಡ ಚಿದಂಬರ ರಹಸ್ಯ <ಸಂ. ಚಿತ್ + ಅಂಬರ; <ಸಂ. ಚಿತ್ರಾ ಬಿಡಿಸಲಾಗದ ಗುಟ್ಟು, ಯಾರಿಗೂ ಗೊತ್ತಾಗ ದಂತಿರುವ ರಹಸ್ಯ"
ಚಿದಕವರೆ,noun,ದೇ ,1,ನೀರಿನಲ್ಲಿ ನೆನೆಸಿ ಸಿಪ್ಪೆ ತೆಗೆದ ಅವರೆಕಾಳು
ಚಿದಕವರೆ,noun,ದೇ ,2,ನೀರಿನಲ್ಲಿ ನೆನೆಸಿ ಸಿಪ್ಪೆ ತೆಗೆದ ಅವರೆಕಾಳಿನಿಂದ ಮಾಡಿದ ಮೇಲೋಗರ
ಚಿನಕುರಳಿ,noun,ದೇ ,1,"ಮಸಾಲೆ ಹಾಕಿ ಹುರಿದ ಕಾಳು, ಹುರಿಗಾಳು"
ಚಿನಕುರಳಿ,noun,ದೇ ,2,ಒಂದು ಬಗೆಯ ಪಟಾಕಿ
ಚಿನಿವಾರ,noun,<ದೇ. ತುಳು ,1,ಅಕ್ಕಸಾಲಿಗ
ಚಿನಿವಾರ,noun,<ದೇ. ತುಳು ,2,"ಚಿನ್ನ, ರತ್ನಗಳ ವ್ಯಾಪಾರಿ, ಸರಾಫ"
ಚಿಪ್ಪು,noun,ದೇ ,1,"ಸಮಾನ್ಯವಾಗಿ ಸಮುದ್ರದಲ್ಲಿ ದೊರಕುವ ಗಟ್ಟಿ ಕವಚವುಳ್ಳ ಭರಣಿಯಾಕಾರದ ಒಂದು ಪದಾರ್ಥ, ಕಪ್ಪೆಚಿಪ್ಪು, ಶುಕ್ತಿ"
ಚಿಪ್ಪು,noun,ದೇ ,2,ತೆಂಗಿನ ಕಾಯಿ ಮೊ.ವುಗಳ ಕರಟ
ಚಿಪ್ಪು,noun,ದೇ ,3,"ತಲೆಯ ಮೇಲುಭಾಗ, ಓಡು, ಬುರುಡೆ"
ಚಿಪ್ಪು,noun,ದೇ ,4,"ಭರಣಿ, ಸಂಪುಟ"
ಚಿಪ್ಪು,noun,ದೇ ,5,"ಚೂರು, ಚಕ್ಕೆ"
ಚಿಪ್ಪು,noun,ದೇ ,6,"ಹೊರ ಆವರಣ, ಮೇಲ್ಮೈ"
ಚಿಪ್ಪು,noun,ದೇ ,7,ಬಾಳೆಹಣ್ಣಿನ ಹಣಿಗೆ
ಚಿಪ್ಪು,noun,ದೇ ,8,ಬೆಣೆಯಂತೆ ಉಪಯೋಗಿಸುವ ಕಲ್ಲಿನ ಅಥವಾ ಮರದ ಚೂರು
ಚಿಬ್ಬಲು,noun,ದೇ ,1,"ಬಿದಿರಿನ ತಟ್ಟೆ, ಮುಚ್ಚಳ"
ಚಿಬ್ಬಲು,noun,ದೇ ,2,"ಒಂದರಿ, ಜರಡಿ"
ಚಿಬ್ಬು,noun,ದೇ ,1,"ಒಂದು ಬಗೆಯ ಚರ್ಮರೋಗ, ಸಿಬ್ಬು"
ಚಿಬ್ಬು,noun,ದೇ ,2,ಸಣ್ಣಸಣ್ಣ ಬಿಳಿಯ ಚುಕ್ಕೆ
ಚಿಮಟ,noun,ಹಿಂ ,1,ಇಕ್ಕುಳದಂತಹ ಒಂದು ಸಣ್ಣ ಸಾಧನ
ಚಿಮಟ,noun,ಹಿಂ ,2,"ಹೆಬ್ಬೆರಳು ಮತ್ತು ತೋರ ಬೆರಳಿನಲ್ಲಿ ಹಿಡಿಯುವಷ್ಟು ಪ್ರಮಾಣ, ಒಂದು ಚಿಟಿಕೆ"
ಚಿಮಣಿ,noun,<ಇಂ. chimney ,1,"ಹೊಗೆ ಹೋಗುವ ನಳಿಕೆ, ಹೊಗೆಗೂಡು"
ಚಿಮಣಿ,noun,<ಇಂ. chimney ,2,"ದೀಪಕ್ಕೆ ಹಾಕುವ ಗಾಜಿನ ಬುರುಡೆ, ದೀಪದ ಬುರುಡೆ"
ಚಿಮಣಿ,noun,<ಇಂ. chimney ,3,ಸೀಮೆಎಣ್ಣೆಯ ಬುಡ್ಡಿ
ಚಿಮ್ಮುರಿ,noun,ದೇ ,1,"ತಲೆಯುಡಿಗೆ, ರುಮಾಲು"
ಚಿಮ್ಮುರಿ,noun,ದೇ ,2,"ಬಿಗಿದ ದಟ್ಟಿ, ವೀರಗಚ್ಚೆ"
ಚಿಮ್ಮುರಿ,noun,ದೇ ,3,"ಹೆಡಮುರಿಗೆ, ಹಿಂಗಟ್ಟು"
ಚಿರಂಜೀವಿ,noun,= ,1,ಮರಣವಿಲ್ಲದವನು
ಚಿರಂಜೀವಿ,noun,= ,2,"ಮಗ, ಪುತ್ರ"
ಚಿರಂಜೀವಿ,noun,= ,3,ಕಾಗೆ
ಚಿರಂತನ,adjective,= ,1,ಅತಿ ಪ್ರಾಚೀನ ಕಾಲದ
ಚಿರಂತನ,adjective,= ,2,ನಿರಂತರ
ಚಿರಂತನ,adjective,= ,3,ಸ್ಥಿರವಾದ
ಚಿಲುಮೆ,noun,ದೇ ,1,"ನೀರು ಉಕ್ಕುವ ಸ್ಥಳ, ಒರತೆ"
ಚಿಲುಮೆ,noun,ದೇ ,2,"ತಂಬಾಕು ಸೇದಲು ಉಪಯೋಗಿಸುವ ಮಣ್ಣಿನ ಕೊಳವಿ, ನಳಿಕೆ"
ಚಿಲ್ಲರೆ,noun,<ಹಿಂ. ಚಿಲ್ಲರ್ ,1,"ಒಂದು ಪೂರ್ಣ ನಾಣ್ಯದ ಅಂಶ, ಸಣ್ಣ ಪುಟ್ಟ ನಾಣ್ಯ, ಪುಡಿಗಾಸು"
ಚಿಲ್ಲರೆ,noun,<ಹಿಂ. ಚಿಲ್ಲರ್ ,2,ಒಂದು ಪೂರ್ಣ ಬೆಲೆಯ ನಾಣ್ಯ ಯಾ ನೋಟಿಗೆ ಸಮಾನವಾದ ಸಣ್ಣ ಬೆಲೆಯ ನಾಣ್ಯ ಯಾ ನೋಟುಗಳು
ಚೀಟು,noun,<ಇಂ. chit ,1,ಬರೆಹವಿರುವ ಸಣ್ಣ ಕಾಗದ
ಚೀಟು,noun,<ಇಂ. chit ,2,"ಭೀತಿ, ರೋಗ ಮೊ. ಉಪದ್ರವಗಳ ಪರಿ ಹಾರಕ್ಕಾಗಿ ಕಟ್ಟಿಕೊಳ್ಳುವ ಯಂತ್ರಗಳನ್ನು ಬರೆದಿರುವ ತಾಳೆಗರಿ ಮುಂ.ವು"
ಚೀನಿ,noun,<ಸಂ. ಚೀನೀಯ ,1,ರೇಷ್ಮೆ ಬಟ್ಟೆ
ಚೀನಿ,noun,<ಸಂ. ಚೀನೀಯ ,2,ಪಚ್ಚ ಕರ್ಪೂರ
ಚೀನಿ,noun,<ಸಂ. ಚೀನೀಯ ,3,ಬೂರಾ ಸಕ್ಕರೆ
ಚೀರ,noun,ಸಂ ,1,ಚೀಲ
ಚೀರ,noun,ಸಂ ,2,ಮರದ ತೊಗಟೆ
ಚೀರ,noun,ಸಂ ,3,"ನಾರುಬಟ್ಟೆ, ವಲ್ಕಲ"
ಚೀರ,noun,ಸಂ ,4,"ಹರಕು ಬಟ್ಟೆ, ಚಿಂದಿ"
ಚೀರ,noun,ಸಂ ,5,"ಗೆರೆ, ರೇಖೆ"
ಚೀರ,noun,ಸಂ ,6,"ಬಟ್ಟೆ, ವಸ್ತ್ರ"
ಚೀರ,noun,ಸಂ ,7,ನಾಲ್ಕು ಎಳೆಗಳ ಮುತ್ತಿನ ಹಾರ
ಚುಂಗಡಿ,noun,ಮರಾ ,1,ಚಿಲ್ಲರೆ ಹಣ
ಚುಂಗಡಿ,noun,ಮರಾ ,2,ಬಡ್ಡಿ
ಚುಂಗಡಿ,noun,ಮರಾ ,3,ಹೊಳೆಯುವ ಚುಕ್ಕೆಗಳಿಂದ ಕೂಡಿದ ಒಂದು ಬಗೆಯ ಬಟ್ಟೆ
ಚುಂಗು,noun,ದೇ ,1,"ತುದಿ, ಅಂಚು"
ಚುಂಗು,noun,ದೇ ,2,ಒಂದು ಬಗೆಯ ದುರ್ವಾಸನೆ
ಚುಂಚು,noun,ಸಂ ,1,ಜುಟ್ಟು
ಚುಂಚು,noun,ಸಂ ,2,ಮುಂಗುರುಳು
ಚುಂಚು,noun,ಸಂ ,3,ಪಕ್ಷಿಯ ಕೊಕ್ಕು
ಚುಂಚು,noun,ಸಂ ,4,ಮೂತಿ
ಚುಂಚು,noun,ಸಂ ,5,ಸೂರು
ಚುಂಬಕ,noun,ಸಂ ,1,ಸೂಜಿಗಲ್ಲು
ಚುಂಬಕ,noun,ಸಂ ,2,ಆಕರ್ಷಕವಾದುದು
ಚುಂಬನ,noun,ಸಂ ,1,ಮುತ್ತು
ಚುಂಬನ,noun,ಸಂ ,2,ಮೃದುವಾದ ಸ್ಪರ್ಶ
ಚುಕ್ಕಾಣಿ,noun,ಪ್ರಾ ,1,"ಹಡಗು, ವಿಮಾನ ಮುಂ.ವುಗಳ ದಿಕ್ಕನ್ನು ಬದಲಿಸಲು ಸಹಾಯ ಮಾಡುವ ಮರ ಯಾ ಲೋಹದಿಂದ ಮಾಡಿದ ಒಂದು ಬಗೆಯ ಸಾಧನ"
ಚುಕ್ಕಾಣಿ,noun,ಪ್ರಾ ,2,"ಮಾರ್ಗದರ್ಶಿಯ ಸ್ಥಾನ, ಪದವಿ"
ಚುಕ್ಕಿ,noun,<ಸಂ. ಶುಕ್ರ ,1,"ನಕ್ಷತ್ರ, ತಾರೆ"
ಚುಕ್ಕಿ,noun,<ಸಂ. ಶುಕ್ರ ,2,"ಬಿಂದು, ಚಿಹ್ನೆ"
ಚುಕ್ಕಿ,noun,<ಸಂ. ಶುಕ್ರ ,3,ಹುಳಿಯಾದ ಎಲೆಗಳುಳ್ಳ ಒಂದು ಬಗೆಯ ಸಸ್ಯ
ಚುಕ್ಕಿ,noun,<ಸಂ. ಶುಕ್ರ ,4,"ಒಂದು ಗ್ರಹದ ಹೆಸರು, ಶುಕ್ರಗ್ರಹ"
ಚುಕ್ಕಿ,noun,<ಸಂ. ಶುಕ್ರ ,5,"ರಾಕ್ಷಸರ ಗುರು, ಶುಕ್ರಾಚಾರ್ಯ"
ಚುಕ್ಕೆ,noun,<ಚುಕ್ಕಿ ,1,"ನಕ್ಷತ್ರ, ತಾರೆ"
ಚುಕ್ಕೆ,noun,<ಚುಕ್ಕಿ ,2,ಬಿಂದು ಚಿಹ್ನೆ
ಚುಕ್ಕೆ,noun,<ಚುಕ್ಕಿ ,3,"ಕೆಲಸಕ್ಕೆ ಬಾರದವನು, ಅಲ್ಪ, ಹೀನ"
ಚುಕ್ಕೆ,noun,<ಚುಕ್ಕಿ ,4,ಹುಳಿಯಾದ ಎಲೆಗಳುಳ್ಳ ಒಂದು ಸಸ್ಯ
ಚುಕ್ಕೆ,noun,<ಚುಕ್ಕಿ ,5,"ಒಂದು ಗ್ರಹದ ಹೆಸರು, ಶುಕ್ರಗ್ರಹ"
ಚುಟ್ಟ,noun,<ದೇ. ಸುರುಂಟು / ಇಂ. cheroot ,1,ಹೊಗೆಸೊಪ್ಪು ಎಲೆಯಲ್ಲಿ ಸುತ್ತಿಮಾಡಿದ ಬೀಡಿ
ಚುಟ್ಟ,noun,<ದೇ. ಸುರುಂಟು / ಇಂ. cheroot ,2,"ಚಿಕ್ಕದು, ಸಣ್ಣದು"
ಚುಟ್ಟ,noun,<ದೇ. ಸುರುಂಟು / ಇಂ. cheroot ,3,"ಸಣ್ಣ ಉಂಡೆ, ಗುಳಿಗೆ"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,1,"ನಿಂದೆ, ಬಯ್ಗಳು"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,2,"ಅಣಕ, ಕೊಂಕುನುಡಿ"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,3,"ತಪ್ಪು, ದೋಷ"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,4,"ಅಲ್ಪವಾದುದು, ಕ್ಷುದ್ರವಾದುದು"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,5,"ಆಸೆ, ಅಪೇಕ್ಷೆ"
ಚುನ್ನ,noun,<ಸಂ. ಕ್ಷುಣ್ಣ ,6,"ಅಲ್ಪನಾದವನು, ಸಣ್ಣ ವ್ಯಕ್ತಿ"
ಚುರುಕು,noun,ದೇ ,1,ಚತುರತೆ
ಚುರುಕು,noun,ದೇ ,2,ಕಾವು
ಚುರುಕು,noun,ದೇ ,3,ವೇಗ
ಚೂಡ,noun,<ಸಂ. ಚೂಡಾ ,1,"ಶಿಖೆ, ಜುಟ್ಟು,"
ಚೂಡ,noun,<ಸಂ. ಚೂಡಾ ,2,"ನವಿಲು, ಹುಂಜ, ಮುಂ.ವುಗಳ ತಲೆಯ ಮೇಲಿನ ತುರಾಯಿ, ಕೊಟ್ಟು"
ಚೂಡ,noun,<ಸಂ. ಚೂಡಾ ,3,"ತುದಿ, ಶಿಖರ; <ಸಂ. ಜೂಟ ಜಡೆಗಟ್ಟಿರುವ ಕೂದಲು"
ಚೂಡಾಮಣಿ,noun,<ಸಂ. ಚೂಡಾ ,1,"ತಲೆಯಲ್ಲಿ ಧರಿಸುವ ರತ್ನದ ಆಭರಣ, ಬೈತಲೆ ಮಣಿ"
ಚೂಡಾಮಣಿ,noun,<ಸಂ. ಚೂಡಾ ,2,ಶ್ರೇಷ್ಠ ವ್ಯಕ್ತಿ ಅಥವಾ ವಸ್ತು
ಚೂಣಿ,noun,ದೇ ,1,"ಮುಂದಿನ ಸಾಲು, ಮುಂಭಾಗ"
ಚೂಣಿ,noun,ದೇ ,2,"ಯುದ್ಧದಲ್ಲಿ ಮುಂದೆ ಇರುವ ಸೈನ್ಯ, ಮುಂದಳ"
ಚೂಣಿ,noun,ದೇ ,3,"ತುದಿ, ಕೊನೆ"
ಚೂಪು,noun,ದೇ ,1,ಹರಿತ
ಚೂಪು,noun,ದೇ ,2,ನೋಟ
ಚೂಪುಗಾರಿಕೆ,noun,ದೇ ,1,"ತೋರಿಕೆ, ಆಡಂಬರ"
ಚೂಪುಗಾರಿಕೆ,noun,ದೇ ,2,"ಕುಶಲತೆ, ಚಾಲಾಕುತನ"
ಚೂರ್ಣ,noun,ಸಂ ,1,ಒಂದು ಬಗೆಯ ಗೆಡ್ಡೆ
ಚೂರ್ಣ,noun,ಸಂ ,2,ಸುಣ್ಣ
ಚೂರ್ಣ,noun,ಸಂ ,3,ಸುವಾಸನೆಯ ಪುಡಿ
ಚೂರ್ಣ,noun,ಸಂ ,4,ಚೂರು
ಚೂಲ,noun,ಸಂ ,1,"ಜುಟ್ಟು, ಶಿಖೆ"
ಚೂಲ,noun,ಸಂ ,2,"ತುದಿ, ಶಿಖರ, ಶೃಂಗ"
ಚೆಂಗಾವಿ,noun,ದೇ ,1,ಕೆಂಪು ಮಿಶ್ರಿತ ಕಾವಿಬಣ್ಣ
ಚೆಂಗಾವಿ,noun,ದೇ ,2,ಕೆಂಪು ಮಿಶ್ರಿತ ಕಾವಿ ಬಣ್ಣದ ಸೀರೆ
ಚೆಂಗು,noun,ದೇ ,1,"ಹಾರುವಿಕೆ, ನೆಗೆತ, ಜಿಗಿತ"
ಚೆಂಗು,noun,ದೇ ,2,ಒಂದು ಬಗೆಯ ವಾದ್ಯ
ಚೆಂಡೆ,noun,ದೇ ,1,ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ
ಚೆಂಡೆ,noun,ದೇ ,2,ಒಂದು ಬಗೆಯ ಗಂಧ ದ್ರವ್ಯ
ಚೆಚ್ಚರ,noun,ದೇ ,1,"ಬೇಗ, ಶೀಘ್ರತೆ, ತ್ವರೆ"
ಚೆಚ್ಚರ,noun,ದೇ ,2,"ಎಚ್ಚರಿಕೆ, ಜಾಗರೂಕತೆ"
ಚೆಟ್ಟು,noun,ದೇ ,1,"ಬೀಜ ಬಲಿಯದ ಎಳೆಯ ಕಾಯಿ, ಹೀಚು"
ಚೆಟ್ಟು,noun,ದೇ ,2,"ಬೀಜ ತೆಗೆದು ಒಣಗಿಸಿದ ಕಾಯಿ, ಚಟ್ಟು"
ಚೆಟ್ಟು,noun,ದೇ ,3,"ಗೋಡೆಗೆ ಕೈಯಿಂದ ಒತ್ತುವ ಬಣ್ಣದ ಗುರುತು, ಚಟ್ಟು"
ಚೆಟ್ಟು,noun,ದೇ ,4,"ಪ್ರಥಮ ಋತುಮತಿಯಾದವಳು ಗೋಡೆಗೆ ಒತ್ತುವ ಅರಿಶಿನ, ಕುಂಕುಮ ಗಳಿಂದ ಲೇಪಿತವಾದ ಹಸ್ತದ ಗುರುತು"
ಚೆಟ್ಟು,noun,ದೇ ,5,ಸುಗಂಧದ ಲೇಪ
ಚೆನ್ನೆ,noun,<ದೇ. ಚೆನ್ನು + ಎ ,1,"ಚೆಲುವೆ, ಸುಂದರಿ"
ಚೆನ್ನೆ,noun,<ದೇ. ಚೆನ್ನು + ಎ ,2,"ಒಂದು ಬಗೆಯ ಮರ, ಚೆನ್ನಂಗಿ"
ಚೆನ್ನೆ,noun,<ದೇ. ಚೆನ್ನು + ಎ ,3,"ಒಂದು ಬಗೆಯ ಆಟ, ಅಟ್ಟುಗುಳಿ ಮಣೆ ಆಟ"
ಚೆಲುವ,noun,<ದೇ. ಚೆಲುವು + ಅ ,1,"ಸುಂದರನಾದವನು, ಸ್ಫುರದ್ರೂಪಿ"
ಚೆಲುವ,noun,<ದೇ. ಚೆಲುವು + ಅ ,2,ಒಂದು ಬಗೆಯ ಪಕ್ಷಿ
ಚೆಲ್ಲ,noun,ದೇ ,1,"ಸರಸ, ವಿನೋದ"
ಚೆಲ್ಲ,noun,ದೇ ,2,ನಗು
ಚೆಲ್ಲು,noun,ದೇ ,1,ಗಾಂಭೀರ್ಯವಿಲ್ಲದಿರುವಿಕೆ
ಚೆಲ್ಲು,noun,ದೇ ,2,"ಸರಸ, ವಿನೋದ"
ಚೆಲ್ಲು,verb,ದೇ ,1,ಹರಡು
ಚೆಲ್ಲು,verb,ದೇ ,2,ಚದರಿ ಹೋಗು
ಚೆಲ್ಲು,verb,ದೇ ,3,ಸಿಂಪಡಿಸು
ಚೆಲ್ಲು,verb,ದೇ ,4,ಎಸೆ
ಚೆಲ್ಲು,verb,ದೇ ,5,ಸೂಸು
ಚೇಗು,noun,ದೇ ,1,"ಗಿಡಮರಗಳ ಮಧ್ಯದ ತಿರುಳು, ಕೆಚ್ಚು"
ಚೇಗು,noun,ದೇ ,2,"ಸಾರ, ಸತ್ತ್ವ"
ಚೇಗು,noun,ದೇ ,3,"ಪಾತ್ರೆಯ ತಳಕ್ಕೆ ಅಂಟಿಕೊಂಡಿರುವ ಕಪ್ಪು, ಮಸಿ"
ಚೇಗು,noun,ದೇ ,4,"ಕೇಡು, ಭಂಗ"
ಚೇತನ,noun,ಸಂ ,1,"ಮನಸ್ಸು, ಬುದ್ಧಿ, ಪ್ರಜ್ಞೆ"
ಚೇತನ,noun,ಸಂ ,2,ಆತ್ಮ
ಚೇತನ,noun,ಸಂ ,3,ಪರಮಾತ್ಮ
ಚೇತನ,noun,ಸಂ ,4,"ಚೈತನ್ಯವುಳ್ಳದ್ದು, ಜೀವಿ, ಪ್ರಾಣಿ"
ಚೇತನ,noun,ಸಂ ,5,"ಚಟುವಟಿಕೆ, ಚೈತನ್ಯ"
ಚೇತನ,noun,ಸಂ ,6,"ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ"
ಚೇತನ,adjective,ಸಂ ,1,"ಇಂದ್ರಿಯ ಗ್ರಹಣ ಶಕ್ತಿಯುಳ್ಳ, ಪ್ರಜ್ಞೆಯುಳ್ಳ"
ಚೇತನ,adjective,ಸಂ ,2,"ಜೀವಂತವಾದ, ಸಜೀವವಾದ"
ಚೇತನ,adjective,ಸಂ ,3,ಸ್ಪಷ್ಟವಾದ
ಚೇತಸ್ಸು,noun,<ಸಂ. ಚೇತಸ್ ,1,"ಪ್ರಜ್ಞೆ, ಬುದ್ಧಿ ಶಕ್ತಿ"
ಚೇತಸ್ಸು,noun,<ಸಂ. ಚೇತಸ್ ,2,"ಮನಸ್ಸು, ಚಿತ್ತ"
ಚೇತಸ್ಸು,noun,<ಸಂ. ಚೇತಸ್ ,3,"ಆತ್ಮ, ಜೀವ"
ಚೇಲ,noun,ಸಂ ಬಟ್ಟೆ; <ಮರಾ. ಚೇಲಾ ,1,ಶಿಷ್ಯ
ಚೇಲ,noun,ಸಂ ಬಟ್ಟೆ; <ಮರಾ. ಚೇಲಾ ,2,"ಅನು ಯಾಯಿ, ಹಿಂಬಾಲಕ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,1,"ಅಂಗಾಂಗಗಳ ಚಲನೆ, ಸಂಜ್ಞೆ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,2,"ಉದ್ಯೋಗ, ಕಾರ್ಯ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,3,"ವರ್ತನೆ, ನಡವಳಿಕೆ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,4,"ಚಾಲನೆ, ಪ್ರೇರಣೆ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,5,"ಹುಡುಗಾಟ, ತಮಾಷೆ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,6,"ತುಂಟತನ, ಕೀಟಲೆ"
ಚೇಷ್ಟೆ,noun,ಸಂ ,7,"ಸರಸ, ಚೆಲ್ಲಾಟ"
ಚೈತನ್ಯ,noun,ಸಂ ,1,"ಜೀವದ ಲಕ್ಷಣ, ಜೀವಂತಿಕೆ"
ಚೈತನ್ಯ,noun,ಸಂ ,2,"ಗ್ರಹಣಶಕ್ತಿ, ಅರಿವು, ಪ್ರಜ್ಞೆ"
ಚೈತನ್ಯ,noun,ಸಂ ,3,"ಆತ್ಮ, ಚಿತ್‌ಶಕ್ತಿ"
ಚೈತನ್ಯ,noun,ಸಂ ,4,"ಚಟುವಟಿಕೆ, ಚಲನೆ"
ಚೈತನ್ಯ,noun,ಸಂ ,5,"ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ"
ಚೈತ್ಯ,noun,ಸಂ ,1,ಚಿತಾಭಸ್ಮವನ್ನು ಹೂಳಿದ ಜಾಗದಲ್ಲಿ ಕಟ್ಟಿದ ಸ್ಮಾರಕ
ಚೈತ್ಯ,noun,ಸಂ ,2,ಯಜ್ಞಶಾಲೆ
