word,sentence,sense,llm_annotation
ಅಡಿ,ಎಂಟು ವರ್ಷಗಳಲ್ಲಿ ಬರೋಬ್ಬರಿ ಹತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳು ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ ಅಂತಾ ವಿದ್ಯಾರ್ಥಿ ಸಂಘಟನೆ ಎಸ್‍ಎಫ್‍ಐ ಜಿಲ್ಲಾಧ್ಯಕ್ಷ ನಿತಿನ್ ಕುತ್ತಾರ್ ಆರ್‍ಟಿಐ ಅಡಿ ಪಡೆದ ಮಾಹಿತಿಯಿಂದ ಗೊತ್ತಾಗಿದೆ.,1,1
ಅಡಿ,ಇಲ್ಲಿ ಬೆತ್ತದ ಗುರಾಣಿ ಮತ್ತು ಸುಮಾರು ಆರು ಅಡಿ ಉದ್ದದ ಬೆತ್ತವನ್ನು ಬಳಸುತ್ತಾರೆ.,1,2
ಅಡಿ,"ಇತ್ತೀಚಿಗೆ ಲುಲು ಗ್ರೂಪ್ ಕೇರಳದ ಐಟಿ ಕ್ಷೇತ್ರ ಅಭಿವೃದ್ಧಿಪಡಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ, ಕೊಚ್ಚಿಯಲ್ಲಿ 50 ಲಕ್ಷ ಚದರ ಅಡಿ ಐಟಿ ಸ್ಥಳವನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಲು 2400 ಕೋಟಿ ರೂ.",2,2
ಅಡಿ,ಅಡಿ ಎತ್ತರದ ಈ ಆಣೆಕಟ್ಟು ಹಾಸನದ ಪ್ರವಾಸೋದ್ಯಮದಲ್ಲಿ ಪ್ರಮುಖ ಪಾತ್ರ ವಹಿಸಿದೆ.,2,2
ಅಡಿ,ಅಕ್ರಮ ಹಣ ವರ್ಗಾವಣೆ ತಡೆ ನಿಯಮಗಳ ಅಡಿ ಬ್ಯಾಂಕ್ ಖಾತೆಯೊಂದಿಗೆ ಆಧಾರ್ ಜೋಡಣೆ ಕಡ್ಡಾಯ ಎಂದು ಆರ್‌ಬಿಐ ಹೇಳಿತ್ತು.,1,1
ಅಡಿ,"ಅತ್ತ ಅಲ್ಪ ಸಂಖ್ಯಾತ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳು, ಸಂವಿಧಾನದ 30 ನೇ ಕಲಂ ಅಡಿ ತಮ್ಮ ಹಕ್ಕು ಪ್ರತಿಪಾದಿಸುತ್ತಿವೆ ಎಂದು ನ್ಯಾಯಾಲಯ ಹೇಳಿದೆ.ಅರ್ಜಿದಾರರ ಪರ ವಾದ ಮಂಡಿಸಿದ ಶಶಿಕಿರಣ್‌ ಶೆಟ್ಟಿ, ಆರ್‌ಟಿಇ ಅಡಿ ವಿನಾಯ್ತಿ ಪಡೆಯಲು ಅರ್ಜಿದಾರರ ಸಂಸ್ಥೆ ಭಾಷಾ ಅಲ್ಪ ಸಂಖ್ಯಾತ ಸ್ಥಾನಮಾನ ಮಂಜೂರು ಮಾಡಬೇಕೆಂದು ಕೋರಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದರೂ ಸಹ ಅದನ್ನು ಪರಿಗಣಿಸಿಲ್ಲ.",1,1
ಅಡಿ,ಇದರಲ್ಲಿ 36.5 ಟಿಎಂಸಿ ಅಡಿ ನೀರನ್ನು ಬಳಸಿಕೊಳ್ಳುವ ಪ್ರಸ್ತಾಪವನ್ನು ಕರ್ನಾಟಕ ಮುಂದಿಟ್ಟಿತು.,2,2
ಅಡಿ,ವಿಜಾಪುರ ನಗರದ ‘ಶಹಪುರ ಅಗಸಿ’ಯ ಸಮೀಪವೇ ನಿರ್ಮಾಣಗೊಂಡಿರುವ ಇದು ೧೪೪ ಅಡಿ ಅಗಲ ೧೫೬ ಅಡಿ ಉದ್ದವಿದೆ.,2,2
ಅಡಿ,ಐಪಿಸಿ ‘354ಡಿ’ ಅಡಿ ದಾಖಲಾದ ಪ್ರಕರಣಗಳ ಜಿಲ್ಲಾವಾರು ವಿವರ,1,1
ಅಡಿ,ಅದ್ಭುತ ಚಿತ್ರಗಳು ಅದ್ಭುತ ಸಮಯೋಚಿತ ಚಿತ್ರಗಳು ಅದಕ್ಕೆ ಒಪ್ಪುವ ಅಡಿ ಟಿಪ್ಪಣಿಗಳು,1,1
ಅಡಿ,"ರಾಜ್ಯದ ಕಾವೇರಿ ತೀರದ ಜಲಾಶಯಗಳಲ್ಲಿ ಕೇವಲ 69 ಟಿಎಂಸಿ ಅಡಿ ನೀರು ಮಾತ್ರ ಇದ್ದು, ಇದು ಕರ್ನಾಟಕಕ್ಕೇ ಸಾಲದು ಎಂದು ಅವರು ಹೇಳಿದರು.",2,2
ಅಡಿ,ರಾಷ್ಟ್ರಕವಿ ಜಿ.ಎಸ್.ಶಿವರುದ್ರಪ್ಪ ಅವರ ನಿಧನದ ವಿಷಾದದೊಂದಿಗೆ ಈ ವರ್ಷಕ್ಕೆ ಗುಡ್‌ಬೈ ಹೇಳುತ್ತಾ ಹೊಸ ವರ್ಷಕ್ಕೆ ಅಡಿ ಇಡುವ ಅನಿವಾರ್ಯತೆ ಎದುರಾಗಿದೆ.,1,2
ಅಡಿ,"ಶೌಚಗೃಹ - ಏಳಡಿ ಎತ್ತರ, ಮೂರಡಿ ಅಗಲ, ಮೂರೂವರೆ ಅಡಿ ಉದ್ದ.",1,2
ಅಡಿ,ಅನುಚಿತ ಪ್ರಯೋಜನ ಪಡೆಯುವಿಕೆ ಎಂಬ ಉಪ ಶೀರ್ಷಿಕೆ ಅಡಿ ಹೊಸ ನಿಯಮಗಳನ್ನು ಉಲ್ಲೇಖಿಸಲಾಗಿದೆ.,1,1
ಅಡಿ,"ರಾಮ್‌ನಗರಕ್ಕೆ ತೆರಳುತ್ತಿದ್ದ ಬಸ್, ಧುಮಾಕೋಟ್‌ ನಗರದ ಹಳ್ಳಿಯೊಂದರ ಬಳಿ 700 ಅಡಿ ಆಳದ ಕಂದಕಕ್ಕೆ ಉರುಳಿದೆ ಎಂದು ಜಿಲ್ಲಾ ಪೊಲೀಸ್ ವರಿಷ್ಠಾಧಿಕಾರಿ ಜಗತ್ ರಾಮ್ ಜೋಶಿ ತಿಳಿಸಿದರು.",2,2
ಅಡಿ,"ವೃತ್ತಿಯಲ್ಲಿ ದೋಬಿಯಾಗಿರುವ ಆರೋಪಿ, ಇಂದಿರಾನಗರ 80 ಅಡಿ ರಸ್ತೆಯಲ್ಲಿ ಇಸ್ತ್ರಿ ಅಂಗಡಿ ನಡೆಸುತ್ತಿದ್ದ.",2,2
ಅಡಿ,ಸುಮಾರು ಮೂರುವರೆ ಅಡಿ ಉದ್ದದ ಬೆತ್ತದ ಜೊಪ್ಪಕೋಲ್‍ಗಳನ್ನು ಹಿಡಿದು ಹಾಡಿನೊಂದಿಗೆ ಕೋಲಾಟವಾಡಲಾಗುತ್ತದೆ.,2,2
ಅಡಿ,"ಹದಿನಾಲ್ಕು ಟಿಎಂಸಿ ಅಡಿ ನೀರು ರಾಜ್ಯದ ಪಾಲಿಗೆ ಉಳಿತಾಯ ಆಗಲಿದ್ದು, ಬೆಂಗಳೂರಿಗೆ ಹೆಚ್ಚುವರಿಯಾಗಿ ನಾಲ್ಕು ಟಿಎಂಸಿ ಅಡಿ ನೀರು ದೊರೆಯಲಿದೆ.",2,2
ಅಡಿ,ವರ್ಷದ ಬಾಲಕನಿಗೆ ಮದುವೆಯಾಗುವಂತೆ ಒತ್ತಾಯ : ಮಹಿಳೆ ವಿರುದ್ಧ ಪೋಕ್ಸೋ ಅಡಿ ಪ್ರಕರಣ ದಾಖಲು…!,1,1
ಅಡಿ,ಏತನ್ಮಧ್ಯೆ ಕ್ರೇಜಿಸ್ಟಾರ್ ರವಿಚಂದ್ರನ್ ಅವರ ಜೊತೆಗಿನ ಚಿತ್ರ ಕ್ರೇಜಿಸ್ಟಾರ್ ( ಅಡಿ ಬರಹ ಹೃದಯಗಳ ಸೇತುವೆ) ಮುಗಿಸಿಕೊಡಬೇಕಾಗಿದೆ.,1,1
ಅಡಿ,"ಆಶ್ರಮದಲ್ಲಿನ 45 ಅಡಿ ಎತ್ತರದ ಕಾರ್ಯಸಿದ್ಧಿ ಆಂಜನೇಯ ವಿಗ್ರಹಕ್ಕೆ ತುಲಸೀದಾಸ್ ರಚಿತ ಹನುಮಾನ್ ಚಾಲೀಸಾ ಶ್ಲೋಕ ಆಧರಿಸಿ, ಸುಮಾರು 8 ನಿಮಿಷಗಳ ಕಾಲ ಪ್ರೊಜೆಕ್ಷನ್ ಮ್ಯಾಪಿಂಗ್ ಟೆಕ್ನಾಲಜಿ ಮೂಲಕ ವಿಶೇಷ ಪ್ರದರ್ಶನ ನೀಡಲಾಯಿತು.",2,2
ಅಡಿ,ಚಾಲಕನ ನಿಯಂತ್ರಣ ತಪ್ಪಿ 50 ಅಡಿ ಆಳದ ಗುಂಡಿಗೆ ಬಿದ್ದ ಹಾಲಿನ ಲಾರಿ,2,2
ಅಡಿ,"ನಾಳೆ ಆಕೆಯ ವಿಚಾರಣೆ ನಡೆಯಲಿದ್ದು, ಆಕೆ ತಪ್ಪಿತಸ್ಥಳು ಎಂದು ಸಾಬೀತಾದರೆ ಹೊಸ ಕಾನೂನಿನ ಅಡಿ ಮತ್ತೆ ಎರಡು ವರ್ಷ ಕಾರಾಗೃಹ ಶಿಕ್ಷೆಗೆ ಒಳಗಾಗಬೇಕಾಗುತ್ತದೆ.",1,1
ಅಡಿ,ಕಾವೇರಿ ಕಣಿವೆಯ ಎಲ್ಲ ಜಲಾಶಯಗಳಲ್ಲೂ ಸೇರಿದಂತೆ ಒಟ್ಟು 34 ಟಿಎಂಸಿ ಅಡಿ ನೀರು ಮಾತ್ರ ಸಂಗ್ರಹವಿದೆ.,1,2
ಅಡಿ,ಕೆಆರ್‌ಎಸ್‌ನಲ್ಲಿ 350 ಅಡಿ ಎತ್ತರದ ಕಾವೇರಿ ತಾಯಿ ಪ್ರತಿಮೆ ನಿರ್ಮಾಣ,2,2
ಅಡಿ,ನಾನೂ ಸಮಾಧಾನದಿಂದ ನಿಂತು ನಮ್ಮ ಪ್ರವರ ಒಪ್ಪಿಸಿ ಮುಂದೆ ಅಡಿ ಇಡುತ್ತಿದ್ದೆ.,1,2
ಅಡಿ,"ಅಣೆಕಟ್ಟು ಕಟ್ಟಿದಾಗಲೇ 37 ಟಿಎಂಸಿ ಅಡಿ ಪೂರ್ತಿ ಸಂಗ್ರಹವಾಗದೇ, ನೀರಿನ ಕೊರತೆ ಉಂಟಾಗುವುದು ಎಂಬ ನಿರೀಕ್ಷೆ ಇತ್ತು.",2,2
ಅಡಿ,"ಇದೇ ಪರಂಪರೆ ಮುಂದುವರಿಸಿ, ಮುಂದೆ ಸಾವಿರ ಅಡಿ ಎತ್ತರದ ಮೋದಿ ಪುತ್ತಳಿ ನಿಲ್ಲಿಸೋದು.!!",2,2
ಅಡಿ,ಸೆಲ್ಫಿ ವೇಳೆ ಆಯತಪ್ಪಿ 500 ಅಡಿ ಆಳದ ಪ್ರಪಾತಕ್ಕೆ ಬಿದ್ದು ಮಹಿಳೆ ಸಾವು!,2,2
ಗುಂಡಿ,ಮೊದಲೇ ಸೆಟ್‌ ಆಗಿರುವ ಚಾನೆಲ್‌ ಬರಲು ಸ್ಟ್ರೀಮಿಂಗ್‌ ಎಂಬ ಗುಂಡಿ ಒತ್ತಿ ಅಥವಾ ಸ್ಟ್ರೀಮಿಂಗ್‌ ಎಂದು ಬರೆದಿರುವುದರ ಬಲಗಡೆಯಲ್ಲಿ ಡೌನ್‌ ಆ್ಯರೊ (ಕೆಳಗೆ ಮುಖಮಾಡಿರುವ ಬಾಣದ ಗುರುತು) ಒತ್ತಿ.,1,2
ಗುಂಡಿ,ಹೆದ್ದಾರಿ ಗುಂಡಿ ಮುಚ್ಚಲು ಗಡುವು - Kundapura News - ಕುಂದಾಪ್ರ ಡಾಟ್ ಕಾಂ ಸುದ್ದಿ,1,1
ಗುಂಡಿ,"ಕನಿಷ್ಠ ಪಕ್ಷ ಗುಂಡಿ ಮುಚ್ಚಿ, ಡಾಂಬರು ಹಾಕುವಷ್ಟು ಅನುದಾನವೂ ಪಾಲಿಕೆ ಬಳಿಯಿಲ್ಲವೇ ?",1,1
ಗುಂಡಿ,"ಈ ಬಗ್ಗೆ ಮಾತನಾಡಿದ ನಿವಾಸಿ ಕೆಎಂ ಪೂಣಚ್ಚ, ಗುಂಡಿ ಬಿದ್ದಿರುವ ಮಡಿಕೇರಿ-ನಾಪೋಕ್ಲು ರಸ್ತೆ ದುರಸ್ಥಿ ಮಾಡಿಸುವಂತೆ ಶಾಸಕರನ್ನು ಒತ್ತಾಯಿಸಿದ್ದಾರೆ.",1,1
ಗುಂಡಿ,"ಬೆಳಿಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಇಷ್ಟವಾದ ಶರಟನ್ನು ಇಸ್ತ್ರೀ ಮಾಡುತ್ತಿರುವಾಗ, ಶರಟಿನ ಮಧ್ಯದ ಒಂದು ಗುಂಡಿ ಸಡಿಲವಾಗಿದ್ದು ಕಾಣಿಸಿತು, ಗುಂಡಿಯನ್ನು ಸ್ವಲ್ಪ ಎಳೆದು ನೋಡಿದೆ, ನಾಲ್ಕೋ ಐದೊ ದಾರಗಳಿದ್ದು ಸ್ವಲ್ಪ ಲೂಸಾಗಿದ್ದುದು ಕಂಡುಬಂತು.",2,2
ಗುಂಡಿ,"ಅದು ಗುಂಡಿ ಕೊರೆದು, ಅಲ್ಲಿ ಮಲಮೂತ್ರ ವಿಸರ್ಜಿಸಿ ಆನಂತರ ಆ ಗುಂಡಿಯನ್ನು ಮಣ್ಣಿನಿಂದ ಮುಚ್ಚಿ ಸ್ವಚ್ಛತೆಯ ಸಂದೇಶ ಸಾರುತ್ತದೆ.",1,1
ಗುಂಡಿ,ಗಂಭೀರ ಸಮಸ್ಯೆಯಾಗಿ ಪರಿಣಮಿಸಿರುವ ನಗರದ ರಸ್ತೆಗಳ ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾರ್ಯವನ್ನು ಶೀಘ್ರದಲ್ಲಿ ಮಾಡುವುದಾಗಿ ಅಧ್ಯಕ್ಷರು ಭರವಸೆ ನೀಡಿದ್ದಾರೆ ಎಂದು ಶಿವುಮಾದಪ್ಪ ತಿಳಿಸಿದರು.,1,1
ಗುಂಡಿ,ಇದರಿಂದಾದರೂ ನಮ್ಮೂರಿನ ಪ್ರಮುಖ ರಸ್ತೆಗಳ ಗುಂಡಿ ಮುಚ್ಚುತ್ತಿದ್ದವು.,1,1
ಗುಂಡಿ,ಗುಂಡಿ ಅಗೆದು ಶವಗಳ ರುಂಡ ಕತ್ತರಿಸಿದ ದುಷ್ಕರ್ಮಿಗಳು…!,2,1
ಗುಂಡಿ,ಉತ್ತರ ಪ್ರದೇಶದ ಪೌರಸಂಸ್ಥೆಗಳ ಚುನಾವಣಾ ಮತಗಟ್ಟೆಗಳಲ್ಲಿ ಇವಿಎಂ ಯಂತ್ರಗಳಲ್ಲಿನ ದೋಷದಿಂದಾಗಿ ಯಾವ ಗುಂಡಿ ಒತ್ತಿದರೂ ಬಿಜೆಪಿಗೆ ಮತ.,2,2
ಗುಂಡಿ,"ಚಾಮರಾಜನಗರ, ನವೆಂಬರ್ 10: ಗುಂಡ್ಲುಪೇಟೆ ತಾಲೂಕನ್ನು ಬಯಲು ಶೌಚಮುಕ್ತ ತಾಲೂಕನ್ನಾಗಿಸಲು ಪಣತೊಟ್ಟಿರುವ ತಾಪಂ ಕಾರ್ಯನಿರ್ವಾಹಕ ಅಧಿಕಾರಿ(EO) ಎಚ್.ಎಸ್.ಬಿಂದ್ಯಾ ಅವರು ತಾವೇ ಗ್ರಾಮಕ್ಕೆ ತೆರಳಿ ಹಾರೆ ಹಿಡಿದು ಗುಂಡಿ ತೋಡುವ ಮೂಲಕ ಗ್ರಾಮಸ್ಥರಿಗೆ ಶೌಚಾಲಯದ ಅರಿವು ಮೂಡಿಸುವುದರೊಂದಿಗೆ ಎಲ್ಲರ ಮನವೊಲಿಸುವಲ್ಲಿ ಯಶಸ್ವಿಯಾಗಿದ್ದಾರೆ.",1,1
ಗುಂಡಿ,"ಈ ಸಾಧನದ ತಳದಲ್ಲಿ ಎರಡು ಗಾಲಿಗಳಿದ್ದರೆ, ಮೇಲ್ಭಾಗದಲ್ಲಿ ಒಂದೇ ಒಂದು ಕೆಂಪು ಬಣ್ಣದ ಗುಂಡಿ ಇತ್ತು.",2,2
ಗುಂಡಿ,"ಮುಂದಿನ ದಿನಗಳಲ್ಲಿ ಗುತ್ತಿಗೆದಾರರಿಗೆ ಕೆಲಸ ನೀಡುವ ಪೂರ್ವದಲ್ಲಿ ಕಾಮಗಾರಿ ಮುಗಿದ ನಂತರ ಮಣ್ಣಿನ ತೆರವು, ಗುಂಡಿ ಸಮರ್ಪಕವಾಗಿ ಮುಚ್ಚಲು ಸೂಚಿಸಬೇಕು.",1,1
ಗುಂಡಿ,ಗುಂಡಿ ಬೀಳದಂಥ ರಸ್ತೆ‌ ನಿರ್ಮಾಣಕ್ಕೆ ಈಗಾಗಲೇ ವೈಟ್‌ಟಾಪಿಂಗ್ ಮಾಡಿಸಲಾಗುತ್ತಿದೆ.‌ ಈ ರಸ್ತೆ 25 ವರ್ಷಕ್ಕೂ ಹೆಚ್ಚು ವರ್ಷ ಬಾಳಿಕೆ ಬರಲಿದೆ.,1,1
ಗುಂಡಿ,ರೈತರ ಪಂಪ್‌ಸೆಟ್‌ಗಳಿಂದ ನೀರು ಪಡೆದು ಗುಂಡಿ ತುಂಬಿಸುತ್ತಿರುವುದು ವಿಶೇಷ.,1,1
ಗುಂಡಿ,"ಮುಳ್ಳಯ್ಯನ ಗಿರಿ, ಬಾಬಾ ಬುಡನ್ ಗಿರಿ , ಅತ್ತಿ ಗುಂಡಿ , ಕೋಳಗಾನೆ ಈ ಗ್ರಾಮಗಳಲ್ಲಿ ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಗುಡ್ಡದ ಮಣ್ಣು ಕುಸಿದಿದೆ.",1,1
ಗುಂಡಿ,ಗುಂಡಿ ಯನ್ನು ತೋಡುವವನು ತಾನೇ ಅದರಲ್ಲಿ ಬೀಳುತ್ತಾನೆ; ಕಲ್ಲು ಹೊರಳಿಸುವವನ ಮೇಲೆಯೇ ಅದು ತಿರಿಗಿ ಹೊರಳುವದು.,1,1
ಗುಂಡಿ,"ಅದು ಹೇಗೆ ಹರಿಯಿತು ಅನ್ನೋದನ್ನು ನೋಡಿರಲಿಲ್ಲ, ಹಾಗಾಗಿ ಮತ್ತೊಂದು ಚಾನೆಲ್ಲಿನ ಗುಂಡಿ ಒತ್ತಿದೆ.",1,2
ಗುಂಡಿ,ಅಗೆದ ಭಾಗವನ್ನು ಸರಿಯಾಗಿ ಮುಚ್ಚದ ಕಾರಣ ಮಳೆ ನೀರು ನಿಂತು ಗುಂಡಿ ನಿರ್ಮಾಣವಾಗುತ್ತದೆ.,1,1
ಗುಂಡಿ,"ಹೆಣದ ಗುಂಡಿ ತೆಗೆಯುವವನ ಕನಸುಗಳು, ಅವುಗಳ ಮೂಲಕ ವರ್ತಮಾನದ ವಾಸ್ತವವನ್ನು ಬಿಚ್ಚಿಡುತ್ತಾ ಹೋಗುವುದು, ಉಪಕತೆಯ ಮೂಲಕ ಮುಖ್ಯಕತೆಯನ್ನು ಹೇಳಿರುವುದು ಈ ಚಿತ್ರದಲ್ಲಿ ನಾನು ಕಂಡ ವಿಶೇಷ.",1,1
ಗುಂಡಿ,ವಾಹನ ಸವಾರರಿಗೆ ದುಃಸ್ವಪ್ನವಾದ ರಸ್ತೆ ಗುಂಡಿ,1,1
ಗುಂಡಿ,ಸಣ್ಣ ಪ್ರಮಾಣದ ಗುಂಡಿ ದಿನದಿಂದ ದೊಡ್ಡದಾಗುತ್ತಿದೆ.,1,1
ಗುಂಡಿ,"ಬೆಂಗಳೂರು, ಜು.24-ಬೆಂಗಳೂರು ನಗರದ ರಸ್ತೆಗಳ ಗುಂಡಿ ಮುಚ್ಚುವ ನೆಪದಲ್ಲಿ ನಾಗರಿಕ ತೆರಿಗೆ ಹಣವನ್ನು ಪೋಲು ಮಾಡಲಾಗುತ್ತಿದೆ ಎಂದು ಬಿಬಿಎಂಪಿ ಆಡಳಿತ ಪಕ್ಷದ ಮಾಜಿ ನಾಯಕ ಎನ್.ಆರ್.ರಮೇಶ್ ಗಂಭೀರ ಆರೋಪ ಮಾಡಿದ್ದಾರೆ.",1,1
ಗುಂಡಿ,"ಈಗಿನ ಕಾಲಕ್ಕೆ ಪೊಲೀಸ್‌ ಅಧಿಕಾರಿ ಔಟ್‌ಶರ್ಟ್‌ ಮಾಡಿಕೊಂಡು, ಗುಂಡಿ ಬಿಚ್ಚಿಕೊಂಡಿದ್ದರೆ ಜನ ನಂಬಲ್ಲ.",2,2
ಗುಂಡಿ,ರೇಷ್ಮೆ ಬೆಳೆಯಲು ರೈತರು ಮುಂದಾದರು ಉಚಿತವಾಗಿ ರೈತರಿಗೆ ತರಬೇತಿ ನೀಡುವುದಲ್ಲದೇ ಹಿಪ್ಪುನೇರಳೆ ಬೆಳೆಗೆ ನರೇಗಾದಿಂದ ಗುಂಡಿ ತೆಗೆಸಲಾಗುವುದು.,1,1
ಗುಂಡಿ,"ಅನಂತಪದ್ಮನಾಭನ ಕಡುಶರ್ಕರ ಪಾಕದ ಮೂಲವಿಗ್ರಹ, ಆತನ ಗರ್ಭ ಗುಡಿಯಲ್ಲಿರುವ ಸಾವಿರಾರು ವರ್ಷಗಳ ಹಿಂದಿನ ಬಣ್ಣದ ಚಿತ್ರ ಚಿತ್ತಾರಗಳು, ದೇವಸ್ಥಾನದ ಸುತ್ತ ಇರುವ ಸರ್ಪಕೋಟೆ, ಗುಂಡಿ ಬಟ್ಟಲಿನಾಕಾರದ ಅಲ್ಲಿನ ಪರಿಸರ ಎಲ್ಲವೂ ನನ್ನನ್ನು ಸಂಪೂರ್ಣ ಆವರಿಸಿಕೊಂಡುಬಿಟ್ಟಿತು.",1,1
ಗುಂಡಿ,ಮಡಿಕೇರಿ-ಭಾಗಮಂಡಲ-ತಲಕಾವೇರಿ ನಡುವಿನ ಸಂಪರ್ಕ ರಸ್ತೆಯಲ್ಲಿನ ಗುಂಡಿ ಮುಚ್ಚುವ ಮತ್ತು ರಸ್ತೆಯ ಬದಿಯಲ್ಲಿ ಬೆಳೆ ದಿರುವ ಗಿಡಗಳನ್ನು ತೆಗೆಯುವ ಕಾರ್ಯ ಭರ ದಿಂದ ನಡೆಯುತ್ತಿದೆ ಎಂದು ಅವರು ಮಾಹಿತಿ ನೀಡಿದರು.,1,1
ಗುಂಡಿ,ಹುಬ್ಬಳ್ಳಿ : ವರ್ಷದಿಂದ ವರ್ಷಕ್ಕೆ ಕುಸಿತ ಕಾಣುತ್ತಿರುವ ಅಂತರ್ಜಲ ಮಟ್ಟ ಹೆಚ್ಚಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ ರಾಜ್ಯದಲ್ಲಿ ಇದೇ ಪ್ರಪ್ರಥಮ ಬಾರಿಗೆ ಧಾರವಾಡ ಜಿಲ್ಲಾ ಪಂಚಾಯಿತಿ ಪ್ರತಿ ಮನೆಯಂಗಳದಲ್ಲಿ ಇಂಗು ಗುಂಡಿ ಸ್ಥಾಪಿಸುವ ಇಂಗು ಗುಂಡಿ ಮಾದರಿ ಗ್ರಾಮ ಎನ್ನುವ ಮಹತ್ವದ ಯೋಜನೆ ರೂಪಿಸಿದೆ.,1,1
ಗುಂಡಿ,"ಊರು ಪಕ್ಕದ ನದಿಯಲ್ಲಿ ನೀರು ಬತ್ತಿದಾಗ, ನದಿ ಪಾತ್ರದಲ್ಲಿ ಗುಂಡಿ ತೋಡಿ ‘ಒರ್ತಿ ತೆಗೆಯುವುದು’ ನೀರನ್ನು ಪಡೆಯುವ ವಿಧಾನ ನಮ್ಮ ಕಣ್ಣ ಮುಂದಿದೆ.",1,1
ಗುಂಡಿ,ಮಳೆ ನೀರು ಸರಾಗವಾಗಿ ಕಾಲುವೆಗೆ ಹರಿದು ಹೋಗುವುದರಿಂದ ರಸ್ತೆಯಲ್ಲಿ ಗುಂಡಿ ಬೀಳುವುದು ಕಡಿಮೆ ಆಗಲಿದೆ.,1,1
ಗುಂಡಿ,"ಮೊದಲು ಗುಂಡಿ ತೋಡುತ್ತಾರೆ, ಅದರ ಸೆಮೆಂಟಿಂಗ್ ಆಗುತ್ತದೆ, ನಂತರ ಕಲ್ಲು ಮುಚ್ಚುತ್ತಾರೆ ಮತ್ತು ಅಲ್ಲಲ್ಲಿ ಓಪನಿಂಗ್ ಅಂದರೆ ರಂಧ್ರಗಳನ್ನು ಬಿಟ್ಟಿರುತ್ತಾರೆ.",1,1
ಗುಂಡಿ,ಅಧಿಕ ಯಂತ್ರಗಳು ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬಳಸಿಕೊಂಡು ಬುಧವಾರ ರಾತ್ರಿಯೇ ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾಮಗಾರಿಗೆ ಚುರುಕು ನೀಡಲಾಯಿತು.,1,1
ಗುಂಡಿ,‘ಸತತ ಮಳೆಯಿಂದ ಗುಂಡಿ ಬೀಳುವುದು ಸಾಮಾನ್ಯ.,1,1
ಗುಂಡಿ,"ಆಗ ವಾಸ್ತವಕ್ಕೆ ಬಂದ ವಿಶ್ವ, ಯಾರಿಗೋ ಫೋನ್ ಮಾಡಿ ಬರುತ್ತೇನೆಂದು ಹೇಳಿ ಮೊಬೈಲ್ ಗುಂಡಿ ಒತ್ತುತ್ತಾ ಹೊರಗೆ ಹೋದನು.",2,2
ಗುಂಡಿ,"ಕೆಲ ವಾರಗಳ ಹಿಂದೆ ಒಂದು ಜೋಡಿಯು ಬೈಕ್‍‍ನ ಮೇಲೆ ಹೋಗುತ್ತಿರುವಾಗ , ರಸ್ತೆಯಲ್ಲಿ ಗುಂಡಿ ಇರುವ ಕಾರಣ ಕಂಟ್ರೋಲ್ ತಪ್ಪಿ ಕೆಳಕ್ಕೆ ಬಿದ್ದು, ಬೈಕ್‍‍ನಲ್ಲಿದ್ದ ಮಹಿಳೆ ಮೇಲೆ ಬಸ್ ಹಾಯ್ದುಹೋದ ಪರಿಣಾಮ ಸ್ಥಳದಲ್ಲೇ ಪ್ರಾಣ ಕಳೆದುಕೊಂಡಿದ್ದಾಳೆ.",1,1
ಗುಂಡಿ,ಪತಿ ಹಾಗೂ ಪತ್ನಿಯ ದೇಹವನ್ನು ಅವರ ಜಮೀನಿನಲ್ಲಿ ಅಕ್ಕ ಪಕ್ಕ ಗುಂಡಿ ತೋಡಿ ಅಂತ್ಯಸಂಸ್ಕಾರ ಮಾಡಲಾಯಿತು.,1,1
ಗುಂಡಿ,"ದೇವಾಲಯದ ಆವರಣದಲ್ಲಿ ನಿಧಿ ಇದೆ ಎಂದು ಜೋತಿಷಿಯೊಬ್ಬರು ಹೇಳಿದ್ದಾರೆ ಎಂದು ಹಾರೆ, ಸಲಾಕೆಗಳಿಂದ ಗುಂಡಿ ತೆಗೆಯುತ್ತಿದ್ದಾಗ ಆರೋಪಿಗಳು ಗ್ರಾಮಸ್ಥರ ಕಣ್ಣಿಗೆ ಬಿದ್ದಿದ್ದಾರೆ.",1,1
ಗುಂಡಿ,ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವ ನೆಪದಲ್ಲಿ ಅಧಿಕಾರಿಗಳು ಪಾಲಿಕೆ ಹಣವನ್ನು ಲೂಟಿ ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ.,1,1
