word,sentence,label,kannada_meaning,english_meaning
ಪೂರ್ವ,ಅಭ್ಯಾಸ ಪಂದ್ಯದಲ್ಲಿ ಧೋನಿಗೆ ಸಿಕ್ಕ ಅಭೂತ ಪೂರ್ವ ಸ್ವಾಗತ,1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಇದನ್ನು ಮಾಡಲು, ನೀವು ಕೈಗವಸುಗಳನ್ನು ಧರಿಸುತ್ತಾರೆ ಅಗತ್ಯವಿದೆ, ಬೆರಳುಗಳ ಮಾಡಬೇಕು ಪೂರ್ವ wetted ನಡೆಯಲಿದೆ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಚುನಾವಣಾ ಪೂರ್ವ ಸಮೀಕ್ಷೆ ಕೇಂದ್ರದ ಆಡಳಿತಾರೂಢ ಪಕ್ಷಕ್ಕೆ ವ್ಯತಿರಿಕ್ತವಾಗಿತ್ತು.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಹಾಲು ಅಥವಾ ನೀರು ಪೂರ್ವ ಉಪ್ಪುಸಹಿತ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಯಾವ ಪೂರ್ವ ನಿಶ್ಚಯವೂ ಇಲ್ಲದೆ, ಬರುವ ದಿನದ ಅರಿವು ಇಲ್ಲದೆ, ತಾವಾಗಿ ಬಂದ ಸಂನ್ಯಾಸಿಗಳನ್ನೂ, ಸದಾಚಾರಿ ವಿದ್ವಾಂಸರನ್ನೂ, ಆತ್ಮಜರನ್ನೂ ಅದರದಿಂದ ಸ್ವಾಗತಿಸಿ, ಅವರಿಂದ ಆತ್ಮೋದ್ಧಾರಕಾರವಾದ ಉಪದೇಶಗಳನ್ನು ಪಡೆದುಕೊಂಡು, ಅವರನ್ನು ಭೋಜನಾದಿಗಳಿಂದ ಸತ್ಕರಿಸುವುದೇ ಅತಿಥಿಯಜ್ಞ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಪೂರ್ವ ಮತ್ತು ಪಶ್ಚಿಮ ಜನರ ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲೂ ಆಫ್ ಸಂಸ್ಕೃತಿಗಳಲ್ಲಿ ಸಂಭೋಗ, ಕಾಮಪ್ರಚೋದಕ, ವಿಷಯಲೋಲುಪತೆಯ ಸಂಬಂಧಗಳು ದೃಷ್ಟಿಯಿಂದ ಸುಮಾರು ವಿರುದ್ಧವಾದ ತುದಿಗಳಲ್ಲಿ ಅಭಿವೃದ್ಧಿ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಸಂಪರ್ಕ ಪೂರ್ವ ಸಂಸ್ಕೃತಿ ಅಮೆರಿಕನ್ ಮನೋಧರ್ಮ, ಅವರಿಗೆ ಆಶ್ಚರ್ಯಕರ ಫಲಿತಾಂಶ ನೀಡುತ್ತದೆ.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,ಹಾನಗಲ್ಲ: ಬೋಧನೆಯಲ್ಲಿ ತೊಡಗುವ ಶಿಕ್ಷಕರು ವಿದ್ಯಾರ್ಥಿಗಳ ಪ್ರಶ್ನೆಗಳನ್ನು ನಿಭಾಯಿಸುವ ಪೂರ್ವ ಸಿದ್ಧತೆ ಪ್ರಸ್ತುತ ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಅಗತ್ಯವಾಗಿದೆ ಎಂದು ಶಾಸಕ ಸಿ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಅಂದರೆ ಆಧುನಿಕ ಯುಗದ ೨೦೦ ವರ್ಷಗಳಲ್ಲಿ ಜಾಗತಿಕ ಮಟ್ಟದಲ್ಲಿ ಐರೋಪ್ಯ ರಾಷ್ಟ್ರಗಳು ಬೆಳೆಯುತ್ತಿರುವ ಬಂಡವಾಳಶಾಹಿ ರಾಷ್ಟ್ರಗಳಾಗಿ ಪರಿಣಮಿಸಿದರೆ, ಪೂರ್ವ ಮತ್ತು ದಕ್ಷಿಣ ಪೂರ್ವ(ಜಪಾನನ್ನು ಹೊರತುಪಡಿಸಿ) ಏಷ್ಯಾ ದೇಶಗಳೆಲ್ಲವೂ ಇಡೀ ಜಗತ್ತಿನಲ್ಲಿ ಅನಭಿವೃದ್ದಿ ಹೊಂದಿದ.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಬಟನ್, ಆಫ್ ಬಂದಾಗ ಅವರು ಹೇಳುತ್ತಾರೆ, ಮೀಟ್ ಎಂಬುದಾಗಿಯೂ, ಮತ್ತು ಅದರ ಸ್ಥಳದಲ್ಲಿ ಬಟ್ಟೆಯ ಅಲ್ಲ, ಉತ್ಪನ್ನ ಫಿಕ್ಸ್ ಪೂರ್ವ ಮತ್ತು ಬಲಪಡಿಸಲು ಮಾಡಬೇಕು.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಪ್ರಾಥಮಿಕ ಪೂರ್ವ ಮತ್ತು ಪ್ರಾಥಮಿಕ ಶಿಕ್ಷಣ,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ನಂತರ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್ ಚುನಾವಣಾ ತಯಾರಿ ಬಗ್ಗೆ ಮಾಧ್ಯಮದವರು ಕೇಳಿದ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರಿಸಿದ ಅವರು ಉಡುಪಿ ಜಿಲ್ಲೆ ಸೇರಿದಂತೆ ಕರ್ನಾಟಕ ರಾಜ್ಯದ ಎಲ್ಲಾ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್ ಹಾಗೂ ತಾಲೂಕು ಪಂಚಾಯತ್ ಚುನಾವಣೆಗೆ ಈಗಾಗಲೇ ಪೂರ್ವ ಸಿದ್ಧತೆ ನಡೆಯುತ್ತಿದೆ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಸಂವಾದ ಆರಂಭದಲ್ಲಿ ಪ್ರಶ್ನೆ ಕೇಳಿದ ಪದವಿ ಪೂರ್ವ ತರಗತಿಯ ಹರಿಪ್ರಸಾದ್ ಕೊಡಗು ಜಿಲ್ಲೆ ಗ್ರಾಮೀಣ ಮತ್ತು ಗುಡ್ಡಗಾಡು ಪ್ರದೇಶಗಳಿಂದ ಕೂಡಿದೆ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಸೀಮಾಂಧ್ರವ್ಯಾಪ್ತಿಗೆ ಒಳಪಡುವ ಕೃಷ್ಣಾ, ಗುಂಟೂರು, ಪ್ರಕಾಶಂ, ನೆಲ್ಲೂರು, ಶ್ರೀಕಾಕುಳಂ, ವಿಜಯನಗರಂ, ವಿಶಾಖಪಟ್ಟಣ, ಪೂರ್ವ ಗೋದಾವರಿ, ಪಶ್ಚಿಮ ಗೋದಾವರಿ, ಚಿತ್ತೂರು, ಕರ್ನೂಲು, ಕಡಪ, ಅನಂತಪುರ ಸೇರಿದಂತೆ ಬಹುತೇಕ ಎಲ್ಲ ಕಡೆ ಬಂದ್ ಗೆ ಉತ್ತಮ ಪ್ರತಿಕ್ರಿಯೆ ಕಂಡು ಬಂದಿದೆ.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಪೂರ್ವ ಚಿಕಿತ್ಸೆಯ ಮೂಲಕ, ರಕ್ತಪರಿಚಲನಾ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ mBPIN-GVNPಗಳನ್ನು ಸೇರಿಸಬೇಕಾಗುತ್ತದೆ; ಇದರ ಫಲವಾಗಿ ಲಿಪೋ ಪಾಲಿಸ್ಯಾಕರೆಡ್‌ನಂತಹ ಜೀವಾಣುವಿಷಗಳನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ತೆರವುಗೊಳಿಸಬಹುದು ಎಂದು ಸಂಶೋಧನಾ ಫಲಿತಾಂಶ ತಿಳಿಸುತ್ತವೆ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಪ್ರಸ್ತುತ ಪೂರ್ವ ಪ್ರಾಥಮಿಕ, ಆಂಗ್ಲ ಮಾಧ್ಯಮ ಶಿಕ್ಷಣ, ಅಡುಗೆ ಸಿಬಂದಿ, ವಾಚ್‌ಮೆನ್‌ ಸಹಿತ ಒಟ್ಟು 39 ಸಿಬಂದಿ ಕರ್ತವ್ಯ ನಿರ್ವಹಿಸುತ್ತಿದ್ದಾರೆ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"2013ರಲ್ಲಿ ನಡೆದ ವಿಧಾನ ಸಭಾ ಚುನಾವಣೆಯಲ್ಲಿ ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಪೂರ್ವ ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರದಲ್ಲಿ ಒಟ್ಟು 1,68,523 ಮತದಾರರಿದ್ದು, 85,589 ಪುರುಷ ಹಾಗೂ 82,932 ಮಹಿಳಾ ಮತದಾರರನ್ನು ಹೊಂದಿತ್ತು.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,ಆರ್ ಬಿಐ ತಜ್ಞರೊಂದಿಗೆ ಚರ್ಚಿಸಿ ಪೂರ್ವ ತಯಾರಿ ಇಲ್ಲದೇ ನೋಟ್ ಬ್ಯಾನ್ ಮಾಡಿರೋದ್ರಿಂದ ಏನೂ ತಪ್ಪು ಮಾಡದ ಜನಸಾಮಾನ್ಯರೂ ಸಹ ದಿನನಿತ್ಯ ಕಷ್ಟ ಅನುಭವಿಸುತ್ತಿದ್ದಾರೆ ಎಂದು ಲೋಕಸಭೆ ಪ್ರತಿಪಕ್ಷ ನಾಯಕ ಮಲ್ಲಿಕಾರ್ಜುನ ಖರ್ಗೆ ತಿಳಿಸಿದ್ದಾರೆ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಸೋನ್​ಭದ್ರಾದ ಶೂಟೌಟ್​ ಪ್ರಕರಣದಲ್ಲಿ ಹತರಾದವರ ಕುಟುಂಬ ವರ್ಗದವರನ್ನು ಭೇಟಿಯಾಗಿ ಸಾಂತ್ವನ ಹೇಳಬೇಕು ಎಂಬ ಜವಾಬ್ದಾರಿಯನ್ನು ಈಗಲಾದರೂ ಅರ್ಥ ಮಾಡಿಕೊಂಡರಲ್ಲಾ… ಎಂದು ಹೇಳಿ ಟ್ವೀಟ್​ ಮಾಡುವ ಮೂಲಕ ಉತ್ತರ ಪ್ರದೇಶ ಕಾಂಗ್ರೆಸ್​ನ ಪೂರ್ವ ವಿಭಾಗದ ಪ್ರಧಾನ ಕಾರ್ಯದರ್ಶಿ ಪ್ರಿಯಾಂಕಾ ಗಾಂಧಿ ಉತ್ತರ ಪ್ರದೇಶ ಸಿಎಂ ಯೋಗಿ ಆದಿತ್ಯನಾಥ ಅವರ ಕಾಲೆಳೆದಿದ್ದಾರೆ.,1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಅವರು ಇತ್ತೀಚೆಗೆ ನೆಹರು ಯುವ ಕೇಂದ್ರ ಕಾರವಾರ, ಫ್ಯಾಮಿಲಿ ಪ್ಲಾನಿಂಗ್ ಅಸೋಸಿಯೇಶನ್ ಆಫ್ ಇಂಡಿಯಾ ಸೇತು ಯೋಜನೆ ಅಂಕೋಲಾ ಹಾಗೂ ರಾಷ್ಟ್ರೀಯ ಸೇವಾ ಯೋಜನಾ ಘಟಕ ಸರಕಾರಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜ ಅಂಕೋಲಾ ಇವರ ಸಂಯುಕ್ತ ಆಶ್ರಯದಲ್ಲಿ ವಿಶ್ವ ಏಡ್ಸ್ ದಿನಾಚರಣೆ ನಿಮಿತ್ತ ಏರ್ಪಡಿಸಲಾದ ಮಾರ್ಗದರ್ಶನ ಮತ್ತು ಉಚಿತ ವೈದ್ಯಕೀಯ ತಪಾಸಣಾ ಶಿಬಿರದಲ್ಲಿ ಪ್ರಮುಖ ಉಪನ್ಯಾಸಕರಾಗಿ ಮಾತನಾಡಿ ಏಡ್ಸ್ ಹರಡುವಿಕೆಯ ವಿಧಾನಗಳ ಪರಿಪೂರ್ಣ ಜ್ಞಾನದಿಂದ ಸುರಕ್ಷತೆ ಯನ್ನು ಪ್ರತಿಯೊಬ್ಬರೂ ಪಾಲಿಸಬೇಕು ಎಂದು ಸಹ ಅವರು ನುಡಿದರು.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಶಿವಮೊಗ್ಗ: ಪೂರ್ವ ವಲಯ, ಸತತ ಮೂರನೇ ಸೋಲನ್ನು ತಪ್ಪಿಸಿಕೊಳ್ಳಲು ಹೋರಾಟ ನಡೆಸುತ್ತಿದೆ.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಅನುಭವದ ಒಂದು ಶತಮಾನದ ಅನುಗುಣವಾಗಿ, ಅಧಿಕೃತ ರಾಷ್ಟ್ರೀಯತೆಯ ಸಿದ್ಧಾಂತದ ರಾಜ್ಯಭಾರವನ್ನು ಮಾತ್ರವಾಗಿದ್ದವು ಇದು, ಪ್ರತಿಯಾಗಿ, ಸರ್ಕಾರದ ಆಂತರಿಕ ನೈತಿಕ ಮತ್ತು ಧಾರ್ಮಿಕ ಸ್ಥಾನವನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ ಪೂರ್ವ ಕ್ರಿಶ್ಚಿಯನ್ ಧರ್ಮ, ಅಸ್ತಿತ್ವದ ನಿರ್ವಹಣೆ ಕೊಡುಗೆ ಪ್ರತಿಪಾದಿಸಿದರು.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,"ಆರ್, ಜೈನ್, ಸರ್ಕಲ್ ಇನ್ಸ್‌ಪೆಕ್ಟರ್ ಲಿಂಗಪ್ಪ ಪೂಜಾರಿ, ವಾಣಿ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜಿನ ಪ್ರಾಂಶುಪಾಲ ಯದುಪತಿ ಗೌಡ ಉಪಸ್ಥಿತರಿದ್ದರು.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಬೆಂಗಳೂರಿನ ಪೂರ್ವ ಭಾಗದಲ್ಲಿರುವ ಈ ಬಡಾವಣೆಯ ಮೊದಲಿನ ಹೆಸರು ಭಗತ್ ಸಿಂಗ್ ನಗರ, ಆದರೆ ಈಗ ದೊಮ್ಮಲೂರು ಎಂದು ಕರೆಯಲು ನಿಖರ ಕಾರಣ ಗೊತ್ತಿಲ್ಲ.",1,ಮೂಡಣ ದಿಕ್ಕು,Direction East
ಪೂರ್ವ,ಮೆಟ್ರೊ ನಿಗಮ ಮತ್ತು ಬಿಎಸ್ಎನ್ಎಲ್ ನಡುವಿನ ಕಾಮಗಾರಿ ಪೂರ್ವ ಕರಾರಿನಂತೆ ನಿಗಮವು ಪರ್ಯಾಯ ಕೇಬಲ್‌ ಮಾರ್ಗ ನೀಡಬೇಕಿತ್ತು.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಬೆಂಗಳೂರು, ಸೆಪ್ಟೆಂಬರ್ 15: ಮುಂಗಾರು ಪೂರ್ವ ಮಳೆ ಹೊಯ್ದು ಮರೆಯಾಗಿದ್ದ ಮಳೆರಾಯ ಮತ್ತೆ ಬೆಂಗಳೂರಿಗೆ ಬಂದು ತಂಪೆರೆದಿದ್ದಾನೆ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಬೇಕನ್ ಪೂರ್ವ ಅಡುಗೆ ಮತ್ತು ಸಣ್ಣ ತುಂಡುಗಳನ್ನು ಕತ್ತರಿಸುತ್ತದೆ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಆದ್ದರಿಂದ, ಹಬ್ಬದ ದಿನ ಮರುಸ್ಥಾಪನೆ ಮಾಡಲು ಮೀಸೆ ಅಥವಾ ಕಪ್ಪು ಕಣ್ಣು ರೀತಿ ಕಾಗದದ ಮೇಲೆ ಪೂರ್ವ ಕೆಲಸ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಆದಾಗ್ಯೂ, ನೀವು ಪೂರ್ವ ಠೇವಣಿ -300 ಯೂರೋ (ಈ ಸ್ಥಿತಿಯನ್ನು ಎಲ್ಲಾ ರೋಲಿಂಗ್ ಕಚೇರಿಗಳಿಗೆ ಅನ್ವಯಿಸುತ್ತದೆ) ಬಿಡಲು ಹೊಂದಿರುತ್ತದೆ.",2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ವಿಜಯಕುಮಾರ್ ಸರಿಯಾದ ಪೂರ್ವ ತಯಾರಿಯೊಂದಿಗೆ ಪರೀಕ್ಷೆ ಎದುರಿಸುವ ಮೂಲಕ ವಿದ್ಯಾರ್ಥಿಗಳು ಸಂಸ್ಥೆಗೆ ಕೀರ್ತಿ ತರಬೇಕು ಎಂದರು.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ರಸ್ತೆ ವಿಸ್ತರಣೆಗೆ ಬೇಕಾದ ಪೂರ್ವ ಸಿದ್ಧತೆ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,ಹಿಂದೆ ಸುಲಿದ ಬೆಳ್ಳುಳ್ಳಿಹಿಳುಕು ನೆನೆಸಿ ಬಿಗಿಯಾಗಿ ಒಂದು ಪೂರ್ವ ತಯಾರಾದ ಗಾಜಿನ ಜಾರ್ ಇಡಿ.,2,ಹಿಂದೆ,Before
ಪೂರ್ವ,"ಆದರೆ, ಈ ಬಗ್ಗೆ ಪೂರ್ವ ಮಾಹಿತಿ ಇಲ್ಲದೆ ಸ್ನಾನ ಘಟ್ಟದ ಬಳಿ ಬಂದ ಫೋಟೋ ಜರ್ನಲಿಸ್ಟ್, ಮಾಧ್ಯಮ ಪ್ರತಿನಿಧಿಗಳು, ಉತ್ಸಾಹಿ ಫೋಟೋಗ್ರಾಫರ್ ಗಳು ಫೋಟೋಗ್ರಾಫಿ ನಿಷೇಧ ಬೋರ್ಡ್ ನೋಡಿ ಕಂಗಾಲಾಗಿದ್ದಾರೆ.",2,ಹಿಂದೆ,Before
ಕಳೆ,"ಈ ಹೆಸರಲ್ಲಿಯೇ ಸಂತಸದ ಹೊಳೆ, ಹಬ್ಬದ ಕಳೆ ಇದೆ.",2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,ರೈತರು ಬೆಳೆಯೊಳಗಿನ ಕಳೆ ಕೀಳುವ ಮೂಲಕ ಫಸಲು ಇನ್ನಷ್ಟು ಸಮೃದ್ಧ ಬೆಳವಣಿಗೆಗೆ ಅವಕಾಶ ಮಾಡಿಕೊಡಲಿದ್ದಾರೆ.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಮತ್ತು ಸಸ್ಯದ ಕಾಂಡದ ಬಗ್ಗೆ ಎಲ್ಲಾ ಕಳೆ ಸಸ್ಯವರ್ಗದ ನಾಶ ಉತ್ತಮ.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,"ಚಿಕ್ಕೋಡಿ: ಗದ್ದೆಯಲ್ಲಿ ಕಳೆ ತೆಗೆಯುತ್ತಿದ್ದಾಗ ವಿದ್ಯುತ್ ಸ್ಪರ್ಶಿಸಿ ತಂದೆ-ಮಗ ಸಾವನ್ನಪ್ಪಿದ್ದು, ಓರ್ವ ಗಂಭೀರವಾಗಿ ಗಾಯಗೊಂಡ ಘಟನೆ ಚಿಕ್ಕೋಡಿಯ ಅಲಖನೂರು ಗ್ರಾಮದ ಪಾವಿನ ತೋಟದಲ್ಲಿ ನಡೆದಿದೆ.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಅಂತೆಯೇ ಅದಕ್ಕೆ ಆನಂದದ ಕಳೆ ಇದೆ; ಅದರಲ್ಲಿ ಹಿಗ್ಗಿನ ಬೆಳೆಯಿದೆ; ತೀರದ ರಸವಿದೆ; ಕುಂದದ ತಿಳಿಯಿದೆ.,2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,"ಸಸ್ಯಗಳು ಚಿಕ್ಕ ಯಾವಾಗ, ಇದು ಕಳೆ ಕಿತ್ತಲು ಸೂಚಿಸಲಾಗುತ್ತದೆ.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,"ಬೆಳಗಾವಿ: ಸಾಂಬ್ರಾ ವಿಮಾನ ನಿಲ್ದಾಣಕ್ಕೆ ಮತ್ತೆ ಕಳೆ ಬರಲಿದೆ, ಅಲೈಯನ್ಸ್‌ ಏರ್‌ ಕಂಪನಿಯ ವಿಮಾನ ಇದೇ ತಿಂಗಳ ಜುಲೈ 11ರಿಂದ ಬೆಂಗಳೂರು – ಬೆಳಗಾವಿ ಮಾರ್ಗದಲ್ಲಿ ಸಂಚಾರ ಆರಂಭಿಸಲಿದೆ.",2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,"ಐಮು~ ಪ್ರಯೋಜನಗಳು: ಬೇಸಿಗೆಯಲ್ಲಿ ಕಸ ಕಡ್ಡಿಗಳನ್ನು ಒಟ್ಟುಗೂಡಿಸುವುದು, ಮಳೆಗಾಲದ ಮುಂಚೆ ಮಣ್ಣು ಹದಗೊಳಿಸುವುದು, ಮಳೆಯ ನಂತರ ಬೀಜ ಬಿತ್ತನೆ, ಕಳೆ ನಾಶಪಡಿಸುವುದು, ರಸಗೊಬ್ಬರ ಕೊಡುವುದು, ಬಿತ್ತನೆಯ ನಂತರ ಭೂಮಿಯ ಬಿರುಕು ಮುಚ್ಚುವುದು ಮತ್ತು ಕ್ರಿಮಿನಾಶಕ ಸಿಂಪಡಣೆ ಮಾಡಬಹುದು.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಪ್ರವಾಸೋದ್ಯಮ ವಿಭಾಗದ ವಿದ್ಯಾರ್ಥಿಗಳು ಡೊಳ್ಳು ಬಾರಿಸುವುದರ ಮೂಲಕ ಕಳೆ ತಂದರು.,2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,"ತೇಜಕುಮಾರ್‌ ಭಾಗವಹಿಸಿದ್ದು, ಟೂರ್ನಿಯ ಕಳೆ ಹೆಚ್ಚಿಸಿತ್ತು.",2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,"ಎರಡನೆಯದು ಒಂದು ಆಳವಾದ ಪರಿಸರವಾಗಿದ್ದು, ಒಂದು ಕಳೆ ತುದಿಯಲ್ಲಿನ ಕುಸಿತದಂತಹವು, ಇದು ಇನ್ನೂ ಕವರ್ ಮತ್ತು ಆಹಾರದ ಹೆಚ್ಚಿನ ಮೂಲವನ್ನು ಒದಗಿಸುತ್ತದೆ.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಅವಳ ಸೊರಗಿದ ದೇಹದಲ್ಲಿ ಹರೆಯದ ಕಳೆ ಇತ್ತು.,2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,ಸಸ್ಯಗಳ ಸಾಮಾನ್ಯ ಅಭಿವೃದ್ಧಿಗೆ ಸಾಕಷ್ಟು 2-3 ಬಾರಿ ಕಳೆ ಪೊದೆಗಳು ಮತ್ತು ಖನಿಜ ರಸಗೊಬ್ಬರಗಳು ಅವುಗಳನ್ನು ಫಲವತ್ತಾಗಿಸಲು.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,"ಇದು ಅಪೇಕ್ಷಣೀಯವಾಗಿದೆ , ಮಲ್ಚ್ ಕಳೆ ಹೆಚ್ಚಾಗದಂತೆ ತಡೆಯುವ ಗುರಿ ಮತ್ತು ಸಾಕಷ್ಟು ತೇವಾಂಶ ನಿರ್ವಹಿಸಲು.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಕೇರ್ ಕಳೆ ಸಾಮಾನ್ಯ ಕಳೆ ಮತ್ತು ಪೀಟ್ ಅಥವಾ ಬಳಿ ಬ್ಯಾರೆಲ್ ವ್ಯಾಪ್ತಿಯ ಹುಲ್ಲಿನಿಂದ ಹಸಿಗೊಬ್ಬರಕ್ಕಾಗಿ ಆಗಿದೆ.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಅಗಲಕ್ಕೆ ಕಾಡಿನ ಕಳೆ ತೆಗೆಯಲಾಗುತ್ತಿದ್ದು ಒಣಗಿದ ಬಳಿಕ ಸುಡಲಿದ್ದಾರೆ.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,"ನಂತರ ಹುರಿಮಾಡಿದ ಕಳೆ ಔಟ್ ಮತ್ತು ಮಾಂಸದ ಪ್ರತಿ ತುಣುಕು ಒಣಗಿದ, ತಂಪಾದ, ಡಾರ್ಕ್ ಸ್ಥಳಗಳಲ್ಲಿ ಅಮಾನತ್ತುಗೊಳಿಸಲಾಗಿದೆ - vyalitsya.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,"ಅಲ್ಲದೇ, ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆಯರು, ಆಶಾ ಕಾರ್ಯಕರ್ತೆಯರು, ಬಿಸಿಯೂಟ ತಯಾರಕರು ಕೆಂಪು ಸೀರೆ ಉಟ್ಟು ಮೆರವಣಿಗೆಗೆ ಕೆಂಬಾವುಟದ ಕಳೆ ತಂದು ಕಟ್ಟಿಕೊಟ್ಟರು.",2,"ಕಾಂತಿ, ತೇಜಸ್ಸು",Radiance
ಕಳೆ,"ಈ ಕಾರ್ಯಕ್ರಮವು ಬಾರ್ಲಿ ಬ್ರೀಡಿಂಗ್, ಮಣ್ಣಿನ ರಸಾಯನಶಾಸ್ತ್ರ, ಧಾನ್ಯದ ಧಾನ್ಯ ಗುಣಮಟ್ಟ, ಮಣ್ಣಿನ ಭೌತಶಾಸ್ತ್ರ, ಕಳೆ ನಿರ್ವಹಣೆ ಮತ್ತು ಜೀವಶಾಸ್ತ್ರ, ಆರ್ಚಿಯೋ-ಪೆಡೊಲಜಿ, ಆಲೂಗೆಡ್ಡೆ ತಳಿ ಮತ್ತು ಇನ್ನೂ ಹೆಚ್ಚಿನ ಕಲಿಕೆ ಅವಕಾಶಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.",1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
ಕಳೆ,ಯಂತ್ರಗಳನ್ನು ಬಳಸಿಕೊಂಡು ಸಮರೋಪಾದಿಯಲ್ಲಿ ಕಳೆ ತೆಗೆಯುವ ಕೆಲಸ ಮಾಡಬೇಕಿತ್ತು ಎಂದು ಅವರು ಅಭಿಪ್ರಾಯಪಟ್ಟರು.,1,ಬೆಳೆಗಳ ನಡುವೆ ಬೆಳೆಯುವ ಹುಲ್ಲು,Weed
